year,vcnaics4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1983,2123,3528,4968,96365,100694,387,7.707,494,9.838,13432,4021,9411,3.993,13.339,21931,6412,15519,6.368,21.78,-8499,-8.44,26.679,279,284,2293
1983,2131,11342,12838,291150,354103,1945,14.733,2673,20.247,50812,22620,28192,6.388,14.349,176767,42820,133947,12.093,49.92,-125955,-35.57,28.699,1911,1919,24154
1983,2211,1554,5746,581659,575731,192,3.361,125,2.188,39967,11593,28374,2.014,6.942,28040,3318,24722,0.576,4.87,11927,2.072,9.741,34,34,199
1983,2212,530,2345,137565,138814,101,4.314,93,3.973,8103,1930,6173,1.39,5.837,10470,1552,8918,1.118,7.542,-2367,-1.705,11.675,23,23,99
1983,2213,3708,4014,30322,30356,312,7.846,237,5.96,3286,1227,2059,4.042,10.825,3326,1313,2013,4.325,10.957,-40,-0.132,21.65,165,168,711
1983,2361,79310,79672,420009,415153,16524,20.691,16900,21.162,147414,59564,87850,14.347,35.508,137756,60236,77520,14.509,33.182,9658,2.326,66.364,11682,11688,44438
1983,2362,32998,33591,554523,580981,4597,13.762,4224,12.645,124303,29385,94918,5.058,21.395,177843,31962,145881,5.501,30.611,-53540,-9.215,42.791,2881,2883,20175
1983,2371,12645,12964,301077,326820,1409,10.751,1693,12.918,51786,11803,39983,3.611,15.845,102831,20548,82283,6.287,31.464,-51045,-15.619,31.691,1211,1212,10610
1983,2372,7075,7169,53427,50987,1699,23.901,1578,22.199,18761,9341,9420,18.32,36.796,13695,5669,8026,11.119,26.86,5066,9.936,53.72,1187,1187,4197
1983,2373,9551,9808,185532,188934,988,10.041,1052,10.691,40712,8354,32358,4.422,21.548,47522,8672,38850,4.59,25.153,-6810,-3.604,43.097,756,758,5827
1983,2379,4366,4436,102572,112587,704,15.842,720,16.202,17527,5913,11614,5.252,15.568,37336,5707,31629,5.069,33.162,-19809,-17.594,31.135,516,516,2462
1983,2381,60193,60585,513975,510187,9778,16.3,8586,14.313,153556,45315,108241,8.882,30.098,145919,41286,104633,8.092,28.601,7637,1.497,57.202,6028,6028,31022
1983,2382,93567,95504,927357,946857,12194,12.807,11614,12.198,190237,51193,139044,5.407,20.091,229601,51380,178221,5.426,24.249,-39364,-4.157,40.183,8484,8490,37954
1983,2383,60436,60848,461414,460339,10611,17.411,10802,17.725,136984,42624,94360,9.259,29.757,134422,43446,90976,9.438,29.201,2562,0.557,58.401,7570,7583,32243
1983,2389,32863,33065,270670,277640,5084,15.408,4944,14.984,77422,28406,49016,10.231,27.886,91132,22951,68181,8.266,32.824,-13710,-4.938,55.772,3545,3546,17196
1983,3111,1351,1981,53354,54188,88,4.384,141,7.024,4582,579,4003,1.069,8.456,6269,1563,4706,2.884,11.569,-1687,-3.113,16.912,77,78,784
1983,3112,530,885,74059,75716,47,5.311,47,5.311,4807,1026,3781,1.355,6.349,8154,1586,6568,2.095,10.769,-3347,-4.42,12.698,28,28,670
1983,3113,1389,1752,84991,88433,241,14.098,156,9.125,7498,1559,5939,1.763,8.479,14575,5225,9350,5.908,16.481,-7077,-8.003,16.957,90,90,503
1983,3114,1256,1733,173397,176020,119,6.851,127,7.311,19493,3230,16263,1.835,11.074,24494,5274,19220,2.996,13.916,-5001,-2.841,22.149,70,70,1980
1983,3115,1838,2558,135409,137055,132,5.125,167,6.484,12098,2806,9292,2.047,8.827,15485,4259,11226,3.108,11.298,-3387,-2.471,17.654,100,100,1551
1983,3116,4289,4878,318003,323158,309,6.292,375,7.636,29193,7072,22121,2.188,9.034,39656,9596,30060,2.969,12.271,-10463,-3.238,18.067,256,256,3264
1983,3117,774,895,47572,47036,71,7.889,81,9,8627,2585,6042,5.496,18.341,7719,2217,5502,4.713,16.411,908,1.93,32.822,56,57,1603
1983,3118,8641,10131,298351,299657,1397,14.035,1042,10.469,33023,10486,22537,3.499,11.02,35234,11343,23891,3.785,11.758,-2211,-0.738,22.041,753,771,6752
1983,3119,2058,2413,121947,123058,190,7.876,189,7.834,13904,3549,10355,2.884,11.299,16181,4752,11429,3.862,13.149,-2277,-1.85,22.598,126,129,2432
1983,3121,2003,2562,174557,177717,144,5.553,206,7.944,13654,2577,11077,1.45,7.683,20096,5259,14837,2.959,11.308,-6442,-3.625,15.366,130,132,1979
1983,3122,108,167,43376,44366,14,8.408,13,7.808,3778,594,3184,1.339,8.516,5978,2204,3774,4.968,13.474,-2200,-4.959,17.031,6,6,51
1983,3131,460,685,105038,106867,41,5.925,55,7.948,7644,2212,5432,2.07,7.153,11377,3716,7661,3.477,10.646,-3733,-3.493,14.306,24,24,435
1983,3132,1756,2151,291420,303549,137,6.302,183,8.418,17622,3138,14484,1.034,5.805,41454,10556,30898,3.478,13.656,-23832,-7.851,11.611,118,119,2372
1983,3133,1610,1845,109872,111946,124,6.685,144,7.763,9128,2005,7123,1.791,8.154,13079,3424,9655,3.059,11.683,-3951,-3.529,16.308,97,97,1614
1983,3141,3899,4187,112358,112231,386,9.05,542,12.708,15416,2870,12546,2.557,13.736,15133,5283,9850,4.707,13.484,283,0.252,26.968,428,434,3624
1983,3149,3472,3607,121748,124768,489,13.751,387,10.883,18312,7895,10417,6.328,14.677,24439,6943,17496,5.565,19.588,-6127,-4.911,29.354,295,296,4130
1983,3151,1358,1482,137793,139183,102,6.814,132,8.818,12429,1705,10724,1.225,8.93,15279,4561,10718,3.277,10.978,-2850,-2.048,17.86,106,106,1619
1983,3152,12108,13640,844198,870824,1670,11.943,2356,16.849,110641,37746,72895,4.335,12.705,164333,66592,97741,7.647,18.871,-53692,-6.166,25.411,1915,1936,41654
1983,3159,1809,1920,74188,75439,215,11.271,190,9.961,10231,2514,7717,3.333,13.562,12734,4238,8496,5.618,16.88,-2503,-3.318,27.124,140,141,1673
1983,3161,359,401,19102,19527,30,7.463,32,7.96,1872,385,1487,1.972,9.587,2728,358,2370,1.833,13.971,-856,-4.384,19.174,27,28,273
1983,3162,518,754,127142,132965,45,5.929,55,7.246,10231,1642,8589,1.235,7.695,21609,4580,17029,3.445,16.252,-11378,-8.557,15.389,36,37,1044
1983,3169,1315,1364,50857,53802,144,10.477,165,12.004,5197,1595,3602,2.965,9.659,11093,2582,8511,4.799,20.618,-5896,-10.959,19.319,137,137,1639
1983,3211,4826,5341,126749,125682,473,8.7,664,12.214,22337,5039,17298,4.009,17.773,20217,8114,12103,6.456,16.086,2120,1.687,32.172,449,453,4247
1983,3212,1005,1258,79926,76687,110,8.734,113,8.972,13323,3771,9552,4.917,17.373,6821,2177,4644,2.839,8.895,6502,8.479,17.789,77,77,702
1983,3219,8483,9227,246286,242356,1011,10.929,1059,11.447,43991,10935,33056,4.512,18.151,36008,13110,22898,5.409,14.858,7983,3.294,29.715,790,791,7427
1983,3221,283,622,202026,202547,29,4.677,25,4.032,9164,4871,4293,2.405,4.524,10420,1470,8950,0.726,5.144,-1256,-0.62,9.049,10,10,147
1983,3222,3588,5134,376514,383631,217,4.201,280,5.421,26304,4768,21536,1.243,6.857,40621,12570,28051,3.277,10.589,-14317,-3.732,13.713,180,189,2918
1983,3231,34493,36035,673785,674793,4205,11.878,2938,8.299,80825,24193,56632,3.585,11.978,82761,24734,58027,3.665,12.265,-1936,-0.287,23.955,2336,2341,15274
1983,3241,1488,2335,231881,263089,173,7.329,224,9.49,12311,2655,9656,1.009,4.679,75692,6369,69323,2.421,28.771,-63381,-24.091,9.359,107,109,1353
1983,3251,1144,2233,246947,255626,149,6.653,162,7.234,11514,2873,8641,1.124,4.504,28994,8324,20670,3.256,11.342,-17480,-6.838,9.008,74,74,832
1983,3252,508,778,149823,155875,42,5.405,40,5.148,6245,1951,4294,1.252,4.006,18174,3034,15140,1.946,11.659,-11929,-7.653,8.013,15,15,134
1983,3253,722,1074,48677,51656,62,5.735,76,7.031,2845,813,2032,1.574,5.508,8954,1962,6992,3.798,17.334,-6109,-11.826,11.015,44,44,552
1983,3254,1003,1237,159428,158684,125,10.25,90,7.38,13130,3370,9760,2.124,8.274,11426,2684,8742,1.691,7.2,1704,1.074,14.401,57,57,604
1983,3255,1623,2069,72062,72846,105,5.046,129,6.199,7016,1810,5206,2.485,9.631,8685,2286,6399,3.138,11.922,-1669,-2.291,19.263,77,82,728
1983,3256,2024,2282,119783,122249,176,7.755,151,6.653,10524,1659,8865,1.357,8.609,15289,2586,12703,2.115,12.506,-4765,-3.898,17.217,107,107,654
1983,3259,1697,2212,88336,89706,243,11.111,193,8.825,9872,4442,5430,4.952,11.005,12742,2818,9924,3.141,14.204,-2870,-3.199,22.01,123,124,1352
1983,3261,9800,11266,486947,486895,953,8.464,939,8.34,67280,18782,48498,3.858,13.818,67336,19443,47893,3.993,13.83,-56,-0.012,27.636,657,662,8666
1983,3262,1920,2269,172277,178691,197,8.734,170,7.537,11587,3031,8556,1.696,6.484,24545,5790,18755,3.24,13.736,-12958,-7.252,12.969,95,95,1630
1983,3271,1307,1586,72373,74647,177,11.097,195,12.226,7418,1389,6029,1.861,9.937,12071,2719,9352,3.642,16.171,-4653,-6.233,19.875,146,146,1129
1983,3272,1499,1784,148453,152106,190,10.701,173,9.744,10204,2135,8069,1.404,6.709,17599,4449,13150,2.925,11.57,-7395,-4.862,13.417,121,121,1671
1983,3273,7089,8997,163270,166277,567,6.244,733,8.073,25243,5976,19267,3.594,15.181,31142,7697,23445,4.629,18.729,-5899,-3.548,30.363,479,484,3804
1983,3274,249,346,15525,15734,47,13.885,32,9.453,1653,299,1354,1.9,10.506,1984,469,1515,2.981,12.61,-331,-2.104,21.012,25,25,60
1983,3279,1822,2097,77304,79174,176,8.373,186,8.849,7101,1917,5184,2.421,8.969,10784,2257,8527,2.851,13.621,-3683,-4.652,17.938,120,120,799
1983,3311,278,318,150287,167872,35,10.802,47,14.506,3860,1160,2700,0.691,2.299,39213,2927,36286,1.744,23.359,-35353,-21.06,4.599,34,34,473
1983,3312,511,689,58260,65217,48,6.957,50,7.246,4316,972,3344,1.49,6.618,18334,2642,15692,4.051,28.113,-14018,-21.495,13.236,28,29,503
1983,3313,460,690,116601,122445,35,5.058,39,5.636,6504,1091,5413,0.891,5.312,18078,2907,15171,2.374,14.764,-11574,-9.452,10.624,14,14,287
1983,3314,706,874,83128,88681,66,7.383,106,11.857,4070,1134,2936,1.279,4.589,15308,1981,13327,2.234,17.262,-11238,-12.672,9.179,75,76,667
1983,3315,2800,3121,200651,228049,160,5.056,247,7.805,11082,2353,8729,1.032,4.859,65762,11208,54554,4.915,28.837,-54680,-23.977,9.719,158,158,3618
1983,3321,3141,3355,130309,139846,186,5.526,208,6.179,8923,2216,6707,1.585,6.381,28065,3783,24282,2.705,20.069,-19142,-13.688,12.761,159,159,2753
1983,3322,1204,1324,80885,85046,74,5.564,86,6.466,5890,1032,4858,1.213,6.926,14084,3276,10808,3.852,16.56,-8194,-9.635,13.851,57,57,478
1983,3323,9885,10718,312947,334847,743,6.88,906,8.389,36114,7442,28672,2.223,10.785,79966,15459,64507,4.617,23.881,-43852,-13.096,21.57,645,651,7158
1983,3324,1469,1848,128051,139452,121,6.505,145,7.796,8242,2792,5450,2.002,5.91,31014,5868,25146,4.208,22.24,-22772,-16.33,11.821,85,85,1756
1983,3325,902,977,72824,73357,76,7.775,77,7.877,6016,1375,4641,1.874,8.201,6961,1910,5051,2.604,9.489,-945,-1.288,16.402,53,53,1159
1983,3326,1563,1774,61068,61922,143,8.109,122,6.918,7824,2187,5637,3.532,12.635,9521,2127,7394,3.435,15.376,-1697,-2.741,25.271,80,85,1177
1983,3327,20737,21075,291677,317220,1666,7.761,2446,11.395,29336,9098,20238,2.868,9.248,80564,15792,64772,4.978,25.397,-51228,-16.149,18.496,1777,1778,10791
1983,3328,5342,5646,110380,114045,425,7.53,421,7.459,14058,4140,9918,3.63,12.327,21414,4811,16603,4.219,18.777,-7356,-6.45,24.653,307,311,3054
1983,3329,4960,5509,324239,349857,645,11.77,587,10.712,28158,9668,18490,2.763,8.048,79815,11021,68794,3.15,22.814,-51657,-14.765,16.097,429,429,5374
1983,3331,3149,3583,243305,306373,261,7.09,458,12.441,13415,4882,8533,1.593,4.379,139714,14348,125366,4.683,45.603,-126299,-41.224,8.757,318,318,3589
1983,3332,3672,3926,155353,167326,285,7.244,302,7.676,12694,4222,8472,2.523,7.586,36646,5749,30897,3.436,21.901,-23952,-14.315,15.173,210,212,2306
1983,3333,1997,2122,164224,167742,161,7.598,155,7.315,16659,2223,14436,1.325,9.931,23959,6019,17940,3.588,14.283,-7300,-4.352,19.863,99,99,1601
1983,3334,1855,2085,156462,165389,161,7.576,241,11.341,13376,3259,10117,1.971,8.088,31489,6287,25202,3.801,19.039,-18113,-10.952,16.175,169,169,1271
1983,3335,9446,9903,215854,242840,593,5.921,816,8.148,14975,4517,10458,1.86,6.167,68631,9910,58721,4.081,28.262,-53656,-22.095,12.333,570,573,4753
1983,3336,735,904,140949,157031,42,4.661,36,3.996,3152,569,2583,0.362,2.007,35535,673,34862,0.429,22.629,-32383,-20.622,4.015,26,26,276
1983,3339,5872,6463,301079,335424,380,5.809,538,8.224,18969,6846,12123,2.041,5.655,87500,13365,74135,3.985,26.086,-68531,-20.431,11.31,354,354,3721
1983,3341,1459,1666,334904,333000,293,18.318,160,10.003,46290,10118,36172,3.038,13.901,41276,10034,31242,3.013,12.395,5014,1.506,24.79,115,115,2013
1983,3342,1795,1995,263570,266743,194,9.744,186,9.342,33085,11645,21440,4.366,12.403,39562,8039,31523,3.014,14.832,-6477,-2.428,24.807,145,145,2418
1983,3343,407,435,47125,49068,45,10.147,62,13.98,3949,1729,2220,3.524,8.048,7684,3167,4517,6.454,15.66,-3735,-7.612,16.096,42,42,715
1983,3344,4082,4625,460501,473203,575,12.625,434,9.529,42968,10565,32403,2.233,9.08,67823,16144,51679,3.412,14.333,-24855,-5.253,18.161,309,310,4264
1983,3345,3885,4450,613037,623122,420,9.517,346,7.84,58028,15650,42378,2.512,9.312,77683,24431,53252,3.921,12.467,-19655,-3.154,18.625,215,216,3325
1983,3346,616,641,16587,16603,118,18.941,82,13.162,4047,1099,2948,6.619,24.375,4024,634,3390,3.819,24.237,23,0.139,48.473,58,58,313
1983,3351,1174,1291,76819,78918,95,7.311,112,8.619,6248,1023,5225,1.296,7.917,10374,2465,7909,3.123,13.145,-4126,-5.228,15.834,82,82,1296
1983,3352,333,439,113458,117973,22,4.851,51,11.246,8919,297,8622,0.252,7.56,17594,2079,15515,1.762,14.914,-8675,-7.353,15.12,41,41,587
1983,3353,1995,2501,238931,258895,161,6.422,173,6.901,12200,1626,10574,0.628,4.712,51652,8063,43589,3.114,19.951,-39452,-15.239,9.425,102,102,1118
1983,3359,1822,2170,186667,193349,239,11.168,179,8.364,15313,3550,11763,1.836,7.92,28716,4949,23767,2.56,14.852,-13403,-6.932,15.84,110,110,1614
1983,3361,181,238,214289,217668,37,15.678,33,13.983,21961,1449,20512,0.666,10.089,28800,6762,22038,3.107,13.231,-6839,-3.142,20.178,22,22,259
1983,3362,1655,1824,91408,94526,173,9.482,174,9.537,12786,2803,9983,2.965,13.526,19542,4358,15184,4.61,20.674,-6756,-7.147,27.053,129,130,1081
1983,3363,3588,4297,550096,553051,389,9.13,316,7.417,50090,7365,42725,1.332,9.057,55485,15623,39862,2.825,10.033,-5395,-0.975,18.114,222,224,7572
1983,3364,1218,1460,638688,642409,119,8.148,120,8.216,49410,3581,45829,0.557,7.691,58158,3379,54779,0.526,9.053,-8748,-1.362,15.383,80,80,993
1983,3365,178,217,27920,36343,19,8.656,24,10.934,699,498,201,1.37,1.923,17545,1517,16028,4.174,48.276,-16846,-46.353,3.847,14,14,226
1983,3366,1112,1209,160602,181320,125,10.2,158,12.893,16629,1329,15300,0.733,9.171,57597,6935,50662,3.825,31.765,-40968,-22.594,18.342,110,110,2706
1983,3369,424,434,35996,34260,72,16.862,58,13.583,8186,3782,4404,11.039,23.894,4654,1023,3631,2.986,13.585,3532,10.31,27.169,44,44,740
1983,3371,11519,12101,336216,337520,1383,11.353,1545,12.683,44296,12861,31435,3.81,13.124,46612,17884,28728,5.299,13.81,-2316,-0.686,26.248,1182,1191,11009
1983,3372,2366,2495,115214,117108,237,9.562,204,8.231,13546,3860,9686,3.296,11.567,17400,3741,13659,3.195,14.858,-3854,-3.291,23.134,162,163,1797
1983,3379,1066,1202,37106,36820,114,9.56,95,7.966,5284,1167,4117,3.169,14.351,4723,1313,3410,3.566,12.827,561,1.524,25.655,74,74,664
1983,3391,9749,10318,227989,228422,1275,12.538,977,9.608,24311,7388,16923,3.234,10.643,25190,5940,19250,2.6,11.028,-879,-0.385,21.286,720,721,3146
1983,3399,14347,14984,393849,407190,1860,12.468,1728,11.583,47332,15505,31827,3.808,11.624,74390,18463,55927,4.534,18.269,-27058,-6.645,23.248,1354,1356,10583
1983,4231,22714,27999,292230,297372,2653,9.445,2832,10.082,40743,13257,27486,4.458,13.701,50933,17888,33045,6.015,17.128,-10190,-3.427,27.402,1852,1925,10652
1983,4232,7644,8781,95030,95966,1037,11.783,1077,12.237,15351,4734,10617,4.933,15.996,17223,5521,11702,5.753,17.947,-1872,-1.951,31.993,761,775,3356
1983,4233,7256,8971,101198,101559,997,11.04,1117,12.369,17443,5319,12124,5.237,17.175,18145,6663,11482,6.561,17.866,-702,-0.691,34.35,722,734,3768
1983,4234,20729,28126,458665,449136,4432,16.265,2679,9.831,90387,32862,57525,7.317,20.125,70871,23387,47484,5.207,15.779,19516,4.345,31.559,1662,1686,9078
1983,4235,6283,8710,119351,128112,863,9.803,1049,11.916,13987,5865,8122,4.578,10.918,31495,10184,21311,7.949,24.584,-17508,-13.666,21.836,550,566,4301
1983,4236,14267,20519,256757,258290,2372,11.656,2033,9.99,43915,15353,28562,5.944,17.002,46681,17113,29568,6.625,18.073,-2766,-1.071,34.004,1160,1194,7034
1983,4237,10754,14017,146046,149254,1229,8.795,1142,8.173,18775,6348,12427,4.253,12.579,25188,7380,17808,4.945,16.876,-6413,-4.297,25.159,738,759,4400
1983,4238,46479,60699,611498,641542,5593,9.2,5776,9.501,79376,30835,48541,4.806,12.373,139831,34770,105061,5.42,21.796,-60455,-9.423,24.745,3576,3666,19095
1983,4239,21392,22986,199816,204917,3479,15.174,3362,14.664,37920,13492,24428,6.584,18.505,48063,17775,30288,8.674,23.455,-10143,-4.95,37.01,2575,2600,11723
1983,4241,7621,10183,138382,140839,1035,10.299,769,7.652,19252,6208,13044,4.408,13.67,24159,5948,18211,4.223,17.154,-4907,-3.484,27.339,503,507,2789
1983,4242,2689,3395,93967,92499,427,12.735,343,10.23,14367,3014,11353,3.258,15.532,11302,3047,8255,3.294,12.219,3065,3.314,24.437,237,237,1391
1983,4243,10642,11508,119467,120007,1770,15.518,1566,13.73,24710,10419,14291,8.682,20.591,25810,9540,16270,7.95,21.507,-1100,-0.917,41.181,1171,1182,5555
1983,4244,26827,32836,576617,579505,3478,10.631,3235,9.889,83294,23996,59298,4.141,14.373,88906,29462,59444,5.084,15.342,-5612,-0.968,28.747,2308,2346,16235
1983,4245,8379,11509,102630,105707,725,6.211,1051,9.004,14368,3973,10395,3.759,13.592,20473,5799,14674,5.486,19.368,-6105,-5.775,27.185,677,728,3930
1983,4246,6265,9392,112014,115262,1131,12.114,1019,10.915,18403,6259,12144,5.43,15.966,24817,7011,17806,6.083,21.531,-6414,-5.565,31.933,554,570,2646
1983,4247,11834,15304,151681,157414,1049,6.751,1520,9.782,23461,6928,16533,4.401,14.904,34777,11627,23150,7.386,22.093,-11316,-7.189,29.808,957,972,6918
1983,4248,4647,5787,136432,136603,359,6.166,430,7.385,15514,3579,11935,2.62,11.357,15895,6330,9565,4.634,11.636,-381,-0.279,22.714,274,282,3356
1983,4249,19153,23277,237699,240390,2905,12.555,2629,11.362,38242,14713,23529,6.12,15.908,43609,16551,27058,6.885,18.141,-5367,-2.233,31.817,1794,1816,8072
1983,4251,28330,30947,278039,283220,3467,11.29,2988,9.731,42519,14983,27536,5.29,15.013,52907,16722,36185,5.904,18.681,-10388,-3.668,30.025,1958,1965,9653
1983,4411,36491,37512,747702,742143,3796,10.094,3984,10.594,100677,34080,66597,4.592,13.566,89753,38282,51471,5.158,12.094,10924,1.472,24.188,3297,3313,32076
1983,4412,10954,11385,70155,70221,1266,11.083,1342,11.748,14054,5137,8917,7.315,20.014,14213,5572,8641,7.935,20.24,-159,-0.226,40.028,1056,1066,4402
1983,4413,44375,65174,417860,412164,6495,10.136,4306,6.72,71640,28205,43435,6.843,17.381,60333,18558,41775,4.503,14.638,11307,2.743,29.276,2744,2821,11023
1983,4421,21752,26219,196033,199062,2642,9.997,3062,11.586,32812,12026,20786,6.041,16.483,38696,14617,24079,7.343,19.439,-5884,-2.956,32.967,2198,2290,9789
1983,4422,19354,22959,122125,120570,3266,14.322,2956,12.963,27704,12405,15299,10.289,22.978,24361,9305,15056,7.718,20.205,3343,2.773,40.41,2113,2212,6594
1983,4431,23858,31191,177952,177149,4552,14.591,4564,14.63,41522,18060,23462,10.195,23.439,39801,18614,21187,10.508,22.468,1721,0.972,44.935,2850,3005,10495
1983,4441,55280,69833,625728,622692,5786,8.275,5970,8.538,95781,30881,64900,4.959,15.382,89833,29173,60660,4.685,14.427,5948,0.955,28.853,4089,4219,17631
1983,4442,14229,17232,116376,117378,1864,10.945,1461,8.579,18858,6988,11870,5.953,16.066,20822,6068,14754,5.17,17.739,-1964,-1.673,32.132,1028,1045,3856
1983,4451,65555,109427,1865125,1843027,11917,10.886,12005,10.966,299811,141290,158521,7.666,16.267,257065,105358,151707,5.717,13.948,42746,2.319,27.896,7340,7615,42497
1983,4452,23363,28733,176526,173723,4382,15.426,3731,13.134,42387,19182,23205,11.042,24.399,36631,16008,20623,9.215,21.086,5756,3.313,42.172,2780,2871,11721
1983,4453,28998,34386,168377,167540,3854,11.23,3719,10.837,35941,12826,23115,7.655,21.452,34272,13412,20860,8.005,20.456,1669,0.996,40.912,2786,2820,9383
1983,4461,42598,61422,550720,548371,6299,10.361,5043,8.295,84414,35408,49006,6.457,15.394,79381,27864,51517,5.081,14.476,5033,0.918,28.952,3117,3255,14950
1983,4471,98035,129703,751306,758730,17382,13.346,18460,14.174,167421,82527,84894,10.877,22.066,182168,78283,103885,10.318,24.01,-14747,-1.944,44.132,12499,12752,49634
1983,4481,57870,96221,781040,782755,10426,10.773,11534,11.918,153407,64978,88429,8.301,19.598,159433,56376,103057,7.202,20.368,-6026,-0.77,39.197,7274,7799,30109
1983,4482,12286,35617,184581,186734,3712,10.401,3853,10.796,36922,16129,20793,8.637,19.773,40861,15909,24952,8.52,21.882,-3939,-2.109,39.545,1388,1546,5354
1983,4483,17583,25194,144969,144670,2934,11.757,2458,9.849,27982,12879,15103,8.902,19.342,27632,9879,17753,6.829,19.1,350,0.242,38.2,1489,1565,5768
1983,4511,31544,41867,257156,252995,5747,13.758,5560,13.31,55363,23121,32242,9.139,21.883,47315,19894,27421,7.863,18.702,8048,3.181,37.404,3981,4138,12945
1983,4512,7652,11393,69972,68087,1618,14.475,1188,10.628,15916,6777,9139,9.954,23.376,12292,4474,7818,6.571,18.054,3624,5.323,36.107,861,885,2897
1983,4522,449,6613,1025741,1055250,347,5.197,474,7.1,82481,34479,48002,3.267,7.816,139114,49384,89730,4.68,13.183,-56633,-5.367,15.633,18,22,916
1983,4523,12870,26929,721421,744061,2456,9.005,3143,11.524,78427,35957,42470,4.833,10.54,124935,47314,77621,6.359,16.791,-46508,-6.251,21.081,1507,1544,6330
1983,4531,20940,22290,104169,102997,3350,15.323,2494,11.408,22471,9612,12859,9.332,21.817,20152,7606,12546,7.385,19.566,2319,2.252,39.131,1886,1910,5663
1983,4532,24381,29978,184718,178816,4708,16.023,3516,11.967,46536,25457,21079,14.236,26.025,35278,14105,21173,7.888,19.729,11258,6.296,39.457,2563,2642,8976
1983,4533,9001,10843,49096,49398,1686,15.718,1453,13.546,11775,4925,6850,9.97,23.837,12420,3635,8785,7.359,25.143,-645,-1.306,47.674,1063,1065,2445
1983,4539,25940,31485,137169,135078,4943,15.905,4129,13.286,35818,16801,19017,12.438,26.517,31761,13408,18353,9.926,23.513,4057,3.003,47.026,2896,3022,9488
1983,4541,5725,7385,92923,92438,980,13.234,1020,13.774,19366,7018,12348,7.592,20.95,18239,7350,10889,7.951,19.731,1127,1.219,39.462,668,673,2878
1983,4542,3964,5214,78002,79312,523,9.843,722,13.588,12383,3324,9059,4.191,15.613,15054,5661,9393,7.138,18.981,-2671,-3.368,31.226,380,383,1694
1983,4543,16235,21792,189680,191277,2256,10.396,2072,9.548,31202,10898,20304,5.697,16.312,34672,11734,22938,6.135,18.127,-3470,-1.814,32.625,1423,1454,6432
1983,4811,1101,2782,283586,280522,352,12.779,297,10.782,37731,12357,25374,4.405,13.45,30276,6231,24045,2.221,10.793,7455,2.658,21.585,131,131,1013
1983,4812,449,639,8047,8068,101,15.968,88,13.913,1642,463,1179,5.739,20.352,1652,446,1206,5.528,20.476,-10,-0.124,40.704,65,65,407
1983,4831,398,663,33910,34956,57,8.501,72,10.738,6337,2785,3552,7.967,18.129,8227,1948,6279,5.573,23.536,-1890,-5.407,36.258,34,34,324
1983,4832,400,459,14535,15678,41,8.779,57,12.206,1190,434,756,2.768,7.59,3475,542,2933,3.457,22.165,-2285,-14.575,15.181,38,38,312
1983,4841,20103,25475,457315,466164,4284,16.785,4380,17.161,70375,25484,44891,5.467,15.097,89039,31284,57755,6.711,19.1,-18664,-4.004,30.193,3044,3063,15134
1983,4842,40906,44799,517792,526017,6744,15.092,6515,14.58,89386,29811,59575,5.667,16.993,106428,33374,73054,6.345,20.233,-17042,-3.24,33.986,4811,4835,20678
1983,4851,374,402,30514,27135,49,12.189,49,12.189,8938,3302,5636,12.169,32.94,1752,641,1111,2.362,6.457,7186,26.483,12.913,40,42,623
1983,4852,358,700,28317,28972,43,6.178,35,5.029,3039,1412,1627,4.874,10.489,4390,1035,3355,3.572,15.153,-1351,-4.663,20.979,17,17,149
1983,4853,5248,5306,52859,54574,812,15.162,911,17.011,9037,3366,5671,6.168,16.559,12481,4623,7858,8.471,22.87,-3444,-6.311,33.119,770,770,4000
1983,4854,3443,3641,92375,92334,299,8.187,321,8.79,10740,3017,7723,3.268,11.632,10734,3831,6903,4.149,11.625,6,0.006,23.25,268,268,2458
1983,4855,513,547,11930,11704,90,16.605,80,14.76,2600,644,1956,5.502,22.215,2098,1044,1054,8.92,17.925,502,4.289,35.851,57,57,450
1983,4859,910,961,19231,19294,153,16.156,125,13.2,3535,1460,2075,7.567,18.322,3668,1653,2015,8.568,19.012,-133,-0.689,36.644,99,102,1477
1983,4861,83,331,12089,12421,32,9.682,31,9.38,1555,735,820,5.918,12.52,2257,544,1713,4.38,18.172,-702,-5.652,25.039,8,8,169
1983,4862,239,1290,63179,63147,119,9.493,46,3.67,5804,3220,2584,5.099,9.191,5612,839,4773,1.329,8.887,192,0.304,17.775,24,24,82
1983,4869,59,325,7485,7291,47,14.944,26,8.267,1410,876,534,12.015,19.339,1026,457,569,6.268,14.072,384,5.267,28.144,3,3,20
1983,4871,173,177,2783,2794,40,23.392,28,16.374,568,237,331,8.482,20.329,588,208,380,7.445,21.045,-20,-0.716,40.659,20,20,168
1983,4872,653,659,8104,8591,115,17.665,99,15.207,1263,398,865,4.633,14.702,2282,622,1660,7.241,26.564,-1019,-11.862,29.405,79,79,560
