year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,
1986,21,24240,30150,684584,723533,3446,11.167,4865,15.765,110435,37558,72877,5.191,15.263,188615,53854,134761,7.443,26.069,-78180,-10.805,30.527,3407,3440,26889,
1986,22,5921,12447,773874,770127,778,6.313,532,4.317,52173,16814,35359,2.183,6.775,43777,5913,37864,0.768,5.684,8396,1.09,11.369,265,265,1622,
1986,23,463060,468887,4820678,4719098,84067,18.306,64778,14.105,1366314,407214,959100,8.629,28.953,1161853,359040,802813,7.608,24.62,204461,4.333,49.24,47476,47529,258826,
1986,31-33,281159,327588,16769573,16895155,33143,10.123,32776,10.011,1925533,538865,1386668,3.189,11.397,2175362,680999,1494363,4.031,12.876,-249829,-1.479,22.794,24279,24466,298219,
1986,42,287271,368420,4700580,4671808,43418,11.856,39028,10.657,803019,265126,537893,5.675,17.189,744265,272776,471489,5.839,15.931,58754,1.258,31.862,26564,27141,150835,
1986,44-45,728034,1044093,11449596,11264869,132879,12.823,117230,11.313,2119927,907895,1212032,8.06,18.819,1753351,647461,1105890,5.748,15.565,366576,3.254,31.13,80289,83225,369551,
1986,48-49,100520,125170,2683215,2656596,20599,16.617,18180,14.666,483712,160372,323340,6.037,18.208,429776,143736,286040,5.411,16.178,53936,2.03,32.355,13221,13428,82394,
1986,51,51138,79524,2643264,2625838,10841,13.689,10182,12.857,435021,142403,292618,5.423,16.567,403902,123930,279972,4.72,15.382,31119,1.185,30.764,6265,6364,50596,
1986,52,170979,281766,5294263,5161249,31474,11.302,24926,8.95,916853,277937,638916,5.385,17.764,650902,218933,431969,4.242,12.611,265951,5.153,25.223,14960,15185,104887,
1986,53,189509,207182,1467620,1422039,37688,18.584,28926,14.263,387011,162656,224355,11.438,27.215,294076,130957,163119,9.209,20.68,92935,6.535,41.36,22116,22288,91700,
1986,54,366661,390597,3672836,3559645,64513,16.92,45883,12.034,801732,299071,502661,8.402,22.523,573907,216261,357646,6.075,16.123,227825,6.4,32.245,34255,34448,150191,
1986,55,24448,44734,3077117,3045080,5009,11.323,4018,9.083,542370,172998,369372,5.681,17.811,476767,114112,362655,3.747,15.657,65603,2.154,31.314,908,963,10344,
1986,56,169186,189610,3443457,3307391,37561,20.413,26357,14.324,898943,302201,596742,9.137,27.18,626765,201809,424956,6.102,18.95,272178,8.229,37.901,19965,20072,132011,
1986,61,33275,35985,1584388,1565712,4595,12.927,3718,10.46,178487,30585,147902,1.953,11.4,141668,27997,113671,1.788,9.048,36819,2.352,18.096,2842,2884,18820,
1986,62,423545,471093,8498076,8339180,48858,10.535,34219,7.378,1269208,531883,737325,6.378,15.22,944649,270198,674451,3.24,11.328,324559,3.892,22.656,25540,25882,196734,
1986,71,58382,62087,883708,863716,11050,18.115,8871,14.543,198121,75205,122916,8.707,22.938,158137,56077,102060,6.493,18.309,39984,4.629,36.618,6624,6664,39566,
1986,72,305056,386518,7072943,6885476,67251,17.599,58467,15.3,1747966,990778,757188,14.389,25.386,1372648,608968,763680,8.844,19.935,375318,5.451,39.871,42890,43816,403458,
1986,81,524933,567050,4065024,3995527,70294,12.536,57643,10.28,757475,284559,472916,7.122,18.958,618418,218440,399978,5.467,15.478,139057,3.48,30.956,41603,42209,155300,
1987,11,18429,18977,171488,170907,3115,16.552,2800,14.878,47393,17395,29998,10.178,27.73,45857,18712,27145,10.949,26.832,1536,0.899,53.663,2042,2043,11585,
1987,21,21628,27225,576321,629969,3278,11.45,6088,21.264,97684,41406,56278,6.573,15.506,204897,75279,129618,11.95,32.525,-107213,-17.019,31.012,4014,4048,31318,
1987,22,5846,12375,774392,772953,668,5.42,568,4.609,45715,13834,31881,1.79,5.914,43171,7739,35432,1.001,5.585,2544,0.329,11.17,311,313,1576,
1987,23,485890,492288,4966126,4878651,90614,18.86,66963,13.937,1407417,441867,965550,9.057,28.848,1233856,409228,824628,8.388,25.291,173561,3.558,50.582,49901,49942,283152,
1987,31-33,281833,327901,16478015,16614868,34579,10.558,33791,10.318,1889039,534079,1354960,3.214,11.37,2168271,758317,1409954,4.564,13.05,-279232,-1.681,22.739,24030,24264,299716,
1987,42,291106,373083,4838453,4802622,45023,12.085,43958,11.799,912544,319999,592545,6.663,19.001,839094,337669,501425,7.031,17.472,73450,1.529,34.943,27269,27962,164424,
1987,44-45,721826,1048507,11793895,11605905,134966,12.92,127172,12.174,2269371,977249,1292122,8.42,19.554,1892418,775429,1116989,6.681,16.306,376953,3.248,32.611,81958,85000,407753,
1987,48-49,103467,129036,2863963,2809361,22371,17.556,19148,15.027,582827,191506,391321,6.817,20.746,473102,204372,268730,7.275,16.84,109725,3.906,33.68,13169,13330,90875,
1987,51,46472,76499,2542701,2543975,12245,16.121,11162,14.695,512538,273778,238760,10.762,20.147,513525,162504,351021,6.388,20.186,-987,-0.039,40.294,6959,7139,68454,
1987,52,173381,288830,5501791,5373635,34006,11.944,25780,9.055,957552,321333,636219,5.98,17.819,698414,218523,479891,4.067,12.997,259138,4.822,25.994,15756,16112,100434,
1987,53,193517,213140,1493324,1474899,38490,18.308,32679,15.544,393898,181223,212675,12.287,26.707,359190,171532,187658,11.63,24.354,34708,2.353,48.707,24828,25036,108495,
1987,54,384183,411062,3982514,3886044,65997,16.364,50507,12.523,881418,318204,563214,8.188,22.682,686824,275957,410867,7.101,17.674,194594,5.008,35.348,37231,37447,170532,
1987,55,24506,44533,3035616,3059328,5360,12.048,5275,11.856,561966,173379,388587,5.667,18.369,611538,179801,431737,5.877,19.989,-49572,-1.62,36.738,983,1018,15236,
1987,56,178676,200573,3556968,3469479,40615,20.826,29504,15.129,988461,385043,603418,11.098,28.49,812835,289919,522916,8.356,23.428,175626,5.062,46.856,22065,22349,165010,
1987,61,33945,37551,1629363,1601800,4513,12.133,3801,10.219,183878,34560,149318,2.158,11.479,127820,29824,97996,1.862,7.98,56058,3.5,15.96,2867,2896,19339,
1987,62,430622,483153,9225812,9310839,49243,10.309,38308,8.02,1768841,908916,859925,9.762,18.998,(S),350005,(S),3.759,(S),(S),(S),(S),28124,28457,222957,
1987,71,59493,64152,946897,925471,11474,18.17,9464,14.987,221526,85424,136102,9.23,23.937,178781,63185,115596,6.827,19.318,42745,4.619,38.636,7204,7234,44863,
1987,72,309589,400064,7411478,7258218,72476,18.413,59579,15.136,1820049,999176,820873,13.766,25.076,1516000,686155,829845,9.453,20.887,304049,4.189,41.773,43961,44864,443346,
1987,81,530515,575203,4083956,4037018,70965,12.444,61098,10.714,772041,288024,484017,7.135,19.124,677541,253394,424147,6.277,16.783,94500,2.341,33.566,44238,44710,170214,
1988,11,18749,19211,179882,175595,3134,16.408,2914,15.256,51212,20212,31000,11.511,29.165,42566,18884,23682,10.754,24.241,8646,4.924,48.482,2060,2063,11303,
1988,21,21255,26490,574281,577506,3412,12.704,4146,15.437,118915,33551,85364,5.81,20.591,125709,51102,74607,8.849,21.768,-6794,-1.176,41.182,2634,2663,18796,
1988,22,6059,12617,776293,774968,953,7.627,708,5.666,53738,18510,35228,2.388,6.934,51634,17560,34074,2.266,6.663,2104,0.271,13.325,245,327,6391,
1988,23,496083,502562,5082274,5034924,83910,16.864,73952,14.862,1338799,394076,944723,7.827,26.59,1243970,392440,851530,7.794,24.707,94829,1.883,49.414,56019,56097,293837,
1988,31-33,287678,334721,17054937,16851141,35762,10.762,30938,9.31,2314247,713937,1600310,4.237,13.733,1910734,677584,1233150,4.021,11.339,403513,2.395,22.678,22991,23182,291611,
1988,42,295092,379045,4969853,4918538,44612,11.847,39682,10.537,913886,300665,613221,6.113,18.58,813221,323307,489914,6.573,16.534,100665,2.047,33.068,26549,27369,172102,
1988,44-45,728250,1068054,12237465,12043921,134389,12.68,118027,11.136,2329081,1011542,1317539,8.399,19.338,1942524,734152,1208372,6.096,16.129,386557,3.21,32.257,77020,80654,387970,
1988,48-49,105228,132455,3030699,2953010,22707,17.36,19399,14.831,647823,218266,429557,7.391,21.938,487163,183949,303214,6.229,16.497,160660,5.441,32.994,13703,13899,97002,
1988,51,47966,77770,2599153,2580424,10866,14.004,10507,13.542,391075,156183,234892,6.053,15.155,355177,132772,222405,5.145,13.764,35898,1.391,27.529,5616,5785,53010,
1988,52,172834,294519,5284102,5295480,36812,12.672,28782,9.908,887429,316497,570932,5.977,16.758,904607,289323,615284,5.464,17.083,-17178,-0.324,33.516,16059,16302,116158,
1988,53,198086,220955,1561379,1530053,36637,16.872,29018,13.363,402785,187484,215301,12.253,26.325,338556,146014,192542,9.543,22.127,64229,4.198,44.254,21886,22192,98854,
1988,54,399070,428421,4276795,4144483,69469,16.532,53038,12.622,960121,352231,607890,8.499,23.166,694386,279241,415145,6.738,16.754,265735,6.412,33.509,39341,39723,170846,
1988,55,25499,47370,3131313,3089866,8124,17.681,5279,11.489,704918,215770,489148,6.983,22.814,620331,188462,431869,6.099,20.076,84587,2.738,40.153,868,919,14203,
1988,56,187992,212170,3998172,3784581,41799,20.242,30446,14.744,1254491,435821,818670,11.516,33.147,821802,306204,515598,8.091,21.714,432689,11.433,43.429,22912,23181,179996,
1988,61,35158,39098,1691303,1672072,5002,13.037,3544,9.237,182192,33807,148385,2.022,10.896,143425,26574,116851,1.589,8.578,38767,2.319,17.155,2616,2662,18802,
1988,62,438443,496890,9452854,9304289,49999,10.202,36414,7.43,1351278,481725,869553,5.177,14.523,1055286,393813,661473,4.233,11.342,295992,3.181,22.684,26387,26894,242977,
1988,71,63448,68174,1006781,978669,13272,20.027,9468,14.287,245903,96888,149015,9.9,25.126,188865,69268,119597,7.078,19.298,57038,5.828,38.596,7048,7150,48417,
1988,72,315522,411540,7683192,7558264,69112,17.017,58288,14.352,1810524,937134,873390,12.399,23.954,1569647,645340,924307,8.538,20.767,240877,3.187,41.535,40919,41944,408552,
1988,81,540033,587149,4218357,4147362,70112,12.066,57945,9.972,799005,293461,505544,7.076,19.265,656849,227559,429290,5.487,15.838,142156,3.428,31.676,41752,42324,154648,
1989,11,19108,19613,180808,181056,3075,15.833,2691,13.856,45607,18052,27555,9.97,25.19,46132,14645,31487,8.089,25.479,-525,-0.29,50.379,1999,1999,11037,
1989,21,20592,25750,561230,569059,2961,11.326,3746,14.329,105175,38146,67029,6.703,18.482,121108,49288,71820,8.661,21.282,-15933,-2.8,36.965,2549,2585,22133,
1989,22,6305,12839,767526,772367,803,6.294,641,5.024,40836,12998,27838,1.683,5.287,50404,11299,39105,1.463,6.526,-9568,-1.239,10.574,303,303,1956,
1989,23,504486,510721,5211488,5145395,80347,15.858,72243,14.258,1363601,387628,975973,7.533,26.501,1231655,393053,838602,7.639,23.937,131946,2.564,47.874,54913,54996,287291,
1989,31-33,291039,338124,17301073,17164900,34590,10.278,31400,9.331,2154639,585486,1569153,3.411,12.553,1882942,645292,1237650,3.759,10.97,271697,1.583,21.939,23152,23404,277071,
1989,42,297022,382290,5114971,5044208,42400,11.139,39126,10.279,905539,288212,617327,5.714,17.952,764419,318620,445799,6.317,15.154,141120,2.798,30.309,26517,27386,160393,
1989,44-45,730443,1079784,12628276,12438861,125640,11.696,114518,10.661,2249130,946133,1302997,7.606,18.081,1877825,693796,1184029,5.578,15.096,371305,2.985,30.193,77533,82111,399367,
1989,48-49,107483,135345,3105322,3068076,21385,15.975,18429,13.767,583766,195344,388422,6.367,19.027,514003,186515,327488,6.079,16.753,69763,2.274,33.507,13244,13478,91211,
1989,51,49672,81907,2653885,2632166,13440,16.802,9607,12.01,454059,162099,291960,6.158,17.25,409853,150182,259671,5.706,15.571,44206,1.679,31.142,5641,5800,52591,
1989,52,174655,301500,5387760,5342170,43554,14.619,36405,12.219,956796,398472,558324,7.459,17.91,878386,339493,538893,6.355,16.442,78410,1.468,32.885,15485,15715,130027,
1989,53,201043,225455,1613474,1586525,35069,15.715,30475,13.656,389667,163679,225988,10.317,24.561,334816,142447,192369,8.979,21.104,54851,3.457,42.207,23220,23665,102562,
1989,54,410163,440924,4556121,4417433,65694,15.128,52351,12.055,995425,350959,644466,7.945,22.534,720070,295050,425020,6.679,16.301,275355,6.233,32.601,39261,39662,175036,
1989,55,26539,49774,3225916,3182298,6748,13.892,4349,8.953,632623,235011,397612,7.385,19.879,549450,127764,421686,4.015,17.266,83173,2.614,34.532,937,970,14821,
1989,56,197593,224645,4333019,4167891,42897,19.618,30935,14.147,1233306,432287,801019,10.372,29.591,910820,300429,610391,7.208,21.853,322486,7.737,43.707,23753,24007,185428,
1989,61,36605,40788,1730029,1700095,5137,12.835,3609,9.017,207391,42731,164660,2.513,12.199,147908,33802,114106,1.988,8.7,59483,3.499,17.4,2650,2714,23525,
1989,62,446483,509133,9886250,9658703,48704,9.681,36593,7.274,1346965,457405,889560,4.736,13.946,889007,335843,553164,3.477,9.204,457958,4.741,18.408,27490,28146,213988,
1989,71,65844,70774,1063148,1037242,12334,17.724,9961,14.314,236463,80940,155523,7.803,22.797,183902,64709,119193,6.239,17.73,52561,5.067,35.46,7613,7722,47918,
1989,72,321259,421210,7957397,7823209,66944,16.074,57468,13.799,1749956,886575,863381,11.333,22.369,1480856,655522,825334,8.379,18.929,269100,3.44,37.858,42027,43390,430172,
1989,81,550318,600078,4404195,4316525,69256,11.659,57118,9.616,818035,294093,523942,6.813,18.951,643050,231035,412015,5.352,14.897,174985,4.054,29.795,42591,43628,168499,
1990,11,19737,20283,187152,184226,3363,16.854,2704,13.552,49457,19912,29545,10.808,26.846,43872,15319,28553,8.315,23.814,5585,3.032,47.628,1988,2000,10442,
1990,21,20393,25460,568997,564507,2998,11.699,3331,12.998,103977,31390,72587,5.561,18.419,94758,36544,58214,6.474,16.786,9219,1.633,33.572,2242,2275,16687,
1990,22,6432,13198,776685,772181,991,7.616,620,4.765,50032,18430,31602,2.387,6.479,41470,6980,34490,0.904,5.371,8562,1.109,10.741,340,340,2066,
1990,23,513957,520159,5324415,5267957,81666,15.843,72320,14.029,1373441,383702,989739,7.284,26.072,1260380,386511,873869,7.337,23.925,113061,2.146,47.851,55053,55123,301090,
1990,31-33,293353,340883,17047989,17181603,33382,9.834,30548,8.999,1756267,516434,1239833,3.006,10.222,2022805,558654,1464151,3.251,11.773,-266538,-1.551,20.444,23274,23452,258646,
1990,42,298908,386171,5237665,5179472,41559,10.817,37624,9.793,860343,282852,577491,5.461,16.611,744324,274485,469839,5.299,14.371,116019,2.24,28.741,26428,27324,165201,
1990,44-45,726848,1083736,12841049,12740282,119149,11.012,115607,10.685,2087429,858256,1229173,6.737,16.384,1886811,682702,1204109,5.359,14.81,200618,1.575,29.62,79402,83671,413776,
1990,48-49,109183,137570,3218055,3161011,20772,15.222,18544,13.59,588821,185688,403133,5.874,18.628,473614,173220,300394,5.48,14.983,115207,3.645,29.966,13649,13838,90483,
1990,51,50855,83324,2739172,2698967,11415,13.818,9990,12.093,428168,147726,280442,5.473,15.864,348311,130629,217682,4.84,12.905,79857,2.959,25.811,5692,5793,49415,
1990,52,177308,310328,5498952,5463249,37193,12.157,28402,9.284,897382,332569,564813,6.087,16.426,825924,255401,570523,4.675,15.118,71458,1.308,30.236,15387,15510,98300,
1990,53,202800,228774,1680530,1647017,33793,14.882,30392,13.384,392535,170365,222170,10.344,23.833,325871,136399,189472,8.282,19.786,66664,4.048,39.571,23102,23508,97586,
1990,54,421809,454105,4773008,4664316,65246,14.584,51780,11.574,946962,331865,615097,7.115,20.302,731900,254914,476986,5.465,15.691,215062,4.611,31.383,39482,39798,177110,
1990,55,27609,52010,3283293,3248285,6817,13.398,4555,8.953,567889,187631,380258,5.776,17.483,496360,122519,373841,3.772,15.281,71529,2.202,30.561,1046,1075,12888,
1990,56,206404,235151,4629830,4495663,42621,18.534,32237,14.019,1228252,425313,802939,9.461,27.321,957890,320304,637586,7.125,21.307,270362,6.014,42.614,24770,25066,195726,
1990,61,38195,42535,1819839,1782912,5395,12.93,3777,9.052,223072,53786,169286,3.017,12.512,149981,39844,110137,2.235,8.412,73091,4.1,16.824,2789,2836,20935,
1990,62,455634,522929,10430524,10187435,48454,9.385,35127,6.804,1326545,418832,907713,4.111,13.021,842287,282439,559848,2.772,8.268,484258,4.753,16.536,26924,27485,182563,
1990,71,66303,71230,1133628,1097401,10848,15.294,10251,14.452,247495,81649,165846,7.44,22.553,174720,65760,108960,5.992,15.921,72775,6.632,31.843,7869,7957,48955,
1990,72,325210,428580,8156272,8057875,65639,15.447,58361,13.734,1697826,861797,836029,10.695,21.07,1500942,634103,866839,7.869,18.627,196884,2.443,37.254,42971,44156,425369,
1990,81,559269,610944,4551999,4482149,67320,11.115,56725,9.366,800973,275164,525809,6.139,17.87,660612,223298,437314,4.982,14.739,140361,3.132,29.477,42956,43667,164517,
1991,11,20195,20712,186843,189266,2931,14.142,2958,14.272,46058,15790,30268,8.343,24.335,51131,16851,34280,8.903,27.015,-5073,-2.68,48.67,2098,2103,12175,
1991,21,21049,26060,571131,572442,3038,11.612,3241,12.388,101550,39171,62379,6.843,17.74,104209,37165,67044,6.492,18.204,-2659,-0.465,35.48,2171,2202,18916,
1991,22,6496,13866,777695,778298,1238,9.094,732,5.377,57104,23919,33185,3.073,7.337,58319,10861,47458,1.395,7.493,-1215,-0.156,14.674,406,408,3062,
1991,23,510480,516729,4750950,5055828,71431,13.689,81606,15.639,999722,303122,696600,5.995,19.774,1611042,452758,1158284,8.955,31.865,-611320,-12.091,39.547,58972,59069,335366,
1991,31-33,293888,341084,16070869,16563568,29545,8.61,33703,9.821,1444053,405191,1038862,2.446,8.718,2430543,741885,1688658,4.479,14.674,-986490,-5.956,17.436,25332,25643,428126,
1991,42,286919,375252,4938594,5025295,41210,10.981,41257,10.994,727350,260971,466379,5.193,14.474,902172,357177,544995,7.108,17.953,-174822,-3.479,28.948,27921,28789,218717,
1991,44-45,708380,1067207,12558543,12699097,109511,10.186,125319,11.656,1904464,798343,1106121,6.287,14.997,2183352,799441,1383911,6.295,17.193,-278888,-2.196,29.994,82451,87379,473422,
1991,48-49,109191,138688,3204874,3210383,20851,15.083,19961,14.439,548423,190507,357916,5.934,17.083,559130,206522,352608,6.433,17.416,-10707,-0.334,34.166,14016,14243,107259,
1991,51,50401,87287,2718100,2737698,14794,17.329,10964,12.843,445577,219164,226413,8.005,16.276,486734,148565,338169,5.427,17.779,-41157,-1.503,32.551,5950,6079,56982,
1991,52,174901,333699,5570165,5617056,55284,17.164,32059,9.954,1103550,614645,488905,10.942,19.646,1205067,332734,872333,5.924,21.454,-101517,-1.807,39.293,16229,16811,146519,
1991,53,192989,226740,1584083,1609475,36394,16.198,32272,14.364,381961,203951,178010,12.672,23.732,432258,183902,248356,11.426,26.857,-50297,-3.125,47.464,24271,24685,118562,
1991,54,420565,456794,4709337,4719471,64386,14.229,55812,12.334,841880,308104,533776,6.528,17.838,863478,335657,527821,7.112,18.296,-21598,-0.458,35.677,42198,42597,223935,
1991,55,28492,54545,3293821,3286131,6871,12.862,4621,8.65,545917,184809,361108,5.624,16.613,529136,109767,419369,3.34,16.102,16781,0.511,32.204,1168,1201,14009,
1991,56,212085,243139,4554891,4588074,41684,17.383,34997,14.595,1112489,434725,677764,9.475,24.247,1179071,409184,769887,8.918,25.699,-66582,-1.451,48.495,26416,26747,273832,
1991,61,40802,45360,1913012,1889647,5518,12.347,4181,9.355,206052,45368,160684,2.401,10.904,161735,35655,126080,1.887,8.559,44317,2.345,17.118,3027,3108,25500,
1991,62,459485,533236,10728651,10576268,48409,9.168,37986,7.194,1313097,430490,882607,4.07,12.416,1007558,377793,629765,3.572,9.527,305539,2.889,19.053,28773,29330,261440,
1991,71,63501,68560,1111103,1113390,9523,13.848,9943,14.458,208594,74400,134194,6.682,18.735,213210,75645,137565,6.794,19.15,-4616,-0.415,37.47,7717,7859,55403,
1991,72,324563,430526,7962978,8054619,62179,14.502,58669,13.683,1493239,803519,689720,9.976,18.539,1674034,665967,1008067,8.268,20.784,-180795,-2.245,37.078,42800,44252,452697,
1991,81,566404,621412,4548137,4559132,64021,10.347,58733,9.492,742714,264492,478222,5.801,16.291,763700,250448,513252,5.493,16.751,-20986,-0.46,32.581,43407,44132,184267,
1992,11,20311,20813,192519,188407,3032,14.636,2838,13.7,50515,15425,35090,8.187,26.812,42439,13915,28524,7.386,22.525,8076,4.286,45.05,2101,2108,10552,
1992,21,19872,24684,522126,543732,2629,10.429,3679,14.594,89708,32589,57119,5.994,16.499,132458,45052,87406,8.286,24.361,-42750,-7.862,32.997,2316,2342,18213,
1992,22,5718,13630,772553,774301,1127,8.421,634,4.737,82547,41123,41424,5.311,10.661,85881,26439,59442,3.415,11.091,-3334,-0.431,21.322,298,299,1392,
1992,23,498444,504606,4510754,4598548,72876,14.347,79538,15.659,1067274,298165,769109,6.484,23.209,1242412,366340,876072,7.966,27.017,-175138,-3.809,46.418,57615,57675,269777,
1992,31-33,286280,332358,15838031,15952892,27412,8.183,32670,9.753,1647702,404092,1243610,2.533,10.329,1875166,598459,1276707,3.751,11.754,-227464,-1.426,20.657,24053,24223,249009,
1992,42,300180,386029,4986984,5014048,40551,10.488,41807,10.812,824938,261090,563848,5.207,16.453,879201,330426,548775,6.59,17.535,-54263,-1.082,32.905,25176,26242,142783,
1992,44-45,685998,1040119,12224743,12333328,108415,10.347,123764,11.812,1843808,775738,1068070,6.29,14.95,2067366,737539,1329827,5.98,16.762,-223558,-1.813,29.9,73823,78275,370389,
1992,48-49,111803,142589,3176954,3188158,21047,14.881,18744,13.252,519066,177755,341311,5.575,16.281,545902,165724,380178,5.198,17.123,-26836,-0.842,32.562,13066,13235,84548,
1992,51,50515,87900,2656213,2749081,11314,12.933,10483,11.983,400488,148366,252122,5.397,14.568,586735,205079,381656,7.46,21.343,-186247,-6.775,29.136,5211,5371,63489,
1992,52,173865,336530,5373517,5410189,35045,10.49,30146,9.024,885640,294162,591478,5.437,16.37,959293,307067,652226,5.676,17.731,-73653,-1.361,32.74,13916,14311,105812,
1992,53,193816,230218,1576014,1585300,31402,13.701,29342,12.803,349984,148648,201336,9.377,22.077,366467,141835,224632,8.947,23.117,-16483,-1.04,44.154,20604,21254,86668,
1992,54,429411,467026,4660703,4656962,62542,13.536,52581,11.38,871138,302776,568362,6.502,18.706,858231,351305,506926,7.544,18.429,12907,0.277,36.858,37002,37342,238388,
1992,55,28396,53475,3236929,3266986,4907,9.077,6072,11.232,583836,157267,426569,4.814,17.871,644366,179116,465250,5.483,19.724,-60530,-1.853,35.742,906,941,14708,
1992,56,211976,244524,4759216,4665772,40330,16.625,36446,15.024,1225837,439423,786414,9.418,26.273,1036741,372826,663915,7.991,22.22,189096,4.053,44.44,26705,26949,227669,
1992,61,41202,46488,1974867,1943081,5494,11.989,4169,9.098,208762,35321,173441,1.818,10.744,143326,32453,110873,1.67,7.376,65436,3.368,14.752,3023,3081,23645,
1992,62,467009,546680,11319665,11047840,49202,9.11,36049,6.674,1607031,501756,1105275,4.542,14.546,1065286,321243,744043,2.908,9.642,541745,4.904,19.285,25341,25853,201835,
1992,71,64086,69217,1158434,1130547,9753,14.204,8642,12.586,252358,81641,170717,7.221,22.322,196048,75118,120930,6.644,17.341,56310,4.981,34.682,6274,6330,53943,
1992,72,329669,437768,8156399,8082562,63153,14.515,57788,13.282,1627252,802627,824625,9.93,20.133,1483793,646514,837279,7.999,18.358,143459,1.775,36.716,39115,40164,387015,
1992,81,573552,630540,4581113,4569280,62831,10.005,57712,9.19,759410,244958,514452,5.361,16.62,735032,239060,495972,5.232,16.086,24378,0.534,32.173,40030,40575,163188,
1993,11,20742,21239,187574,189707,3034,14.36,2811,13.305,45661,15020,30641,7.917,24.069,49799,15642,34157,8.245,26.25,-4138,-2.181,48.138,2004,2006,10592,
1993,21,19250,23920,478902,498669,2568,10.591,3224,13.296,80274,27660,52614,5.547,16.098,119937,38065,81872,7.633,24.051,-39663,-7.954,32.195,2082,2102,15403,
1993,22,6023,14051,760629,766536,881,6.336,589,4.236,60456,17931,42525,2.339,7.887,72369,10417,61952,1.359,9.441,-11913,-1.554,15.774,221,225,1345,
1993,23,502783,508864,4555665,4525741,78900,15.633,70574,13.983,1143532,316487,827045,6.993,25.267,1084593,321437,763156,7.102,23.965,58939,1.302,47.93,51858,51901,241725,
1993,31-33,288722,334441,15848599,15857932,29543,8.85,28303,8.478,1668586,387225,1281361,2.442,10.522,1685963,461480,1224483,2.91,10.632,-17377,-0.11,21.044,21312,21515,212843,
1993,42,303614,388215,5048343,5012823,39630,10.233,37784,9.756,795692,229985,565707,4.588,15.873,724634,247369,477265,4.935,14.456,71058,1.418,28.911,25341,26060,138191,
1993,44-45,686948,1036007,12583636,12405455,102178,9.842,106483,10.257,2048548,785005,1263543,6.328,16.513,1696810,616224,1080586,4.967,13.678,351738,2.835,27.356,65675,69108,316562,
1993,48-49,115689,146225,3223240,3202999,21114,14.602,17859,12.351,508073,139949,368124,4.369,15.862,466198,155144,311054,4.844,14.555,41875,1.307,29.11,12550,12752,83067,
1993,51,52232,89029,2675330,2666580,11149,12.599,10077,11.387,415569,136809,278760,5.131,15.584,398555,139505,259050,5.232,14.946,17014,0.638,29.893,4868,5036,49584,
1993,52,179467,336454,5255110,5301919,34428,10.217,35465,10.525,886002,279616,606386,5.274,16.711,985043,408545,576498,7.706,18.579,-99041,-1.868,33.422,12972,13801,74517,
1993,53,198469,234795,1617038,1597726,30746,13.208,26716,11.477,357199,134984,222215,8.449,22.357,318712,124703,194009,7.805,19.948,38487,2.409,39.896,18909,19338,77165,
1993,54,445270,482118,4851319,4783696,64924,13.679,49962,10.526,902985,307443,595542,6.427,18.876,770302,235063,535239,4.914,16.103,132683,2.774,32.205,34895,36695,141638,
1993,55,28222,51384,3179832,3213262,4463,8.517,6497,12.399,533056,132087,400969,4.111,16.589,600677,158793,441884,4.942,18.694,-67621,-2.104,33.179,854,895,12059,
1993,56,220474,252856,5184695,4973690,41705,16.771,33330,13.403,1420741,439970,980771,8.846,28.565,997856,346884,650972,6.974,20.063,422885,8.502,40.125,24225,24690,223882,
1993,61,42874,48134,2020119,1980781,5726,12.106,4056,8.575,225078,46776,178302,2.361,11.363,146368,30820,115548,1.556,7.389,78710,3.974,14.779,2833,2965,21864,
1993,62,474406,557080,11720357,11524286,47739,8.651,37256,6.751,1500744,422639,1078105,3.667,13.022,1113487,358171,755316,3.108,9.662,387257,3.36,19.324,26560,27180,184895,
1993,71,66166,71344,1232371,1204413,9900,14.076,7874,11.196,252811,85462,167349,7.096,20.99,195424,57332,138092,4.76,16.226,57387,4.765,32.451,5772,5843,40635,
1993,72,338195,443672,8254826,8201346,59331,13.462,53417,12.121,1559277,739749,819528,9.02,19.012,1451430,580663,870767,7.08,17.697,107847,1.315,35.395,36501,37720,348258,
1993,81,580628,636283,4661328,4613139,59675,9.422,53812,8.496,762497,217452,545045,4.714,16.529,666798,202373,464425,4.387,14.454,95699,2.074,28.909,38373,39102,139294,
1994,11,21423,21942,188808,188267,3409,15.805,2664,12.351,44437,15258,29179,8.104,23.603,42898,13760,29138,7.309,22.786,1539,0.817,45.571,1982,1982,9774,
1994,21,18990,23829,487728,486046,2547,10.632,2801,11.692,87569,30251,57318,6.224,18.017,84442,29707,54735,6.112,17.373,3127,0.643,34.747,1869,1886,13315,
1994,22,6005,14136,740942,751139,815,5.808,609,4.34,41376,14984,26392,1.995,5.508,61756,8272,53484,1.101,8.222,-20380,-2.713,11.017,258,272,1443,
1994,23,519840,525974,4750037,4656728,83858,16.208,66707,12.893,1212081,336918,875163,7.235,26.029,1026237,308395,717842,6.623,22.038,185844,3.991,44.075,49325,49367,234611,
