year,st,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1988,47,80496,99426,1785830,1743642,14159,14.456,11194,11.429,359987,149836,210151,8.593,20.646,276234,108656,167578,6.232,15.842,83753,4.803,31.685,7591,7723,51607
1988,48,275374,351480,5518109,5483337,50475,14.341,51423,14.611,1134590,456147,678443,8.319,20.692,1065430,420473,644957,7.668,19.430,69160,1.261,38.861,35744,36807,227024
1988,49,26342,31833,514076,506560,4788,15.139,4376,13.836,108802,48846,59956,9.643,21.479,93654,41192,52462,8.132,18.488,15148,2.990,36.977,3002,3156,24555
1988,50,15199,16934,211143,208901,2516,15.202,1748,10.562,37534,15533,22001,7.436,17.967,33153,12016,21137,5.752,15.870,4381,2.097,31.740,1271,1284,7228
1988,51,102350,128277,2220910,2168263,18648,14.852,13218,10.527,426752,168643,258109,7.778,19.682,322583,114000,208583,5.258,14.877,104169,4.804,29.755,8988,9157,55317
1988,53,91486,109016,1526683,1490792,16108,14.990,12997,12.095,323676,110827,212849,7.434,21.712,251788,99238,152550,6.657,16.890,71888,4.822,33.779,8665,8876,51444
1988,54,28003,33522,465376,461633,4250,12.826,3476,10.490,78527,30397,48130,6.585,17.011,70770,24997,45773,5.415,15.330,7757,1.680,30.661,2389,2431,14189
1988,55,89475,106491,1834740,1792734,12063,11.449,9810,9.311,304853,106855,197998,5.960,17.005,220997,78785,142212,4.395,12.327,83856,4.678,24.655,6794,6911,42857
1988,56,11130,12799,123179,123497,1654,12.944,1612,12.615,23106,8821,14285,7.143,18.710,23759,10066,13693,8.151,19.239,-653,-0.529,37.420,1061,1074,5502
1989,01,63390,78416,1305364,1271078,10484,13.521,8734,11.264,240189,90496,149693,7.120,18.896,172176,60161,112015,4.733,13.546,68013,5.351,27.091,6191,6324,36551
1989,02,10317,12305,145150,141023,1947,16.103,1519,12.563,32434,12335,20099,8.747,22.999,24244,8636,15608,6.124,17.192,8190,5.808,34.383,1037,1059,4962
1989,04,62597,77416,1235157,1219144,12013,15.618,11021,14.328,257421,102979,154442,8.447,21.115,225712,88602,137110,7.268,18.514,31709,2.601,37.028,7671,7846,52577
1989,05,40490,47848,724765,714211,5975,12.575,5309,11.173,122474,45632,76842,6.389,17.148,101702,39998,61704,5.600,14.240,20772,2.908,28.480,3935,4014,25400
1989,06,528384,643682,10837625,10629045,94191,14.819,78036,12.277,2172060,779741,1392319,7.336,20.435,1760244,631702,1128542,5.943,16.561,411816,3.874,33.121,54422,55767,368037
1989,08,70801,84734,1233738,1219772,12050,14.266,11517,13.635,233505,88761,144744,7.277,19.143,205857,88452,117405,7.252,16.877,27648,2.267,33.753,8002,8236,51196
1989,09,72976,84495,1536994,1542888,10693,12.768,9201,10.986,240875,86693,154182,5.619,15.612,251737,104507,147230,6.773,16.316,-10862,-0.704,31.224,6673,6755,39618
1989,10,13589,15927,306535,302209,2312,14.859,1577,10.135,52808,19493,33315,6.450,17.474,44079,12543,31536,4.150,14.586,8729,2.888,29.171,1069,1095,7091
1989,11,14518,17452,393385,390074,2211,12.768,1941,11.209,66184,20377,45807,5.224,16.967,59990,22654,37336,5.808,15.379,6194,1.588,30.758,1291,1299,10470
1989,12,258471,314997,4552924,4456824,50629,16.306,41618,13.404,963794,380614,583180,8.540,21.625,776341,314132,462209,7.048,17.419,187453,4.206,34.838,30114,30832,200566
1989,13,111615,140261,2509154,2470270,20571,14.866,16807,12.146,496720,195980,300740,7.934,20.108,422359,148542,273817,6.013,17.098,74361,3.010,34.195,11558,11826,79914
1989,15,20930,25795,410297,397930,3308,13.001,2605,10.238,76459,29876,46583,7.508,19.214,51686,19023,32663,4.780,12.989,24773,6.225,25.977,1865,1895,12115
1989,16,19359,22869,292253,281059,2971,13.120,2522,11.137,61448,24083,37365,8.569,21.863,38984,14899,24085,5.301,13.870,22464,7.993,27.741,1717,1760,9774
1989,17,198913,239988,4519431,4451949,28826,12.131,24077,10.133,744818,273754,471064,6.149,16.730,611178,206079,405099,4.629,13.728,133640,3.002,27.457,16403,16855,107364
1989,18,93357,115283,2108968,2060376,13508,11.855,10837,9.511,347743,119805,227938,5.815,16.878,251186,88830,162356,4.311,12.191,96557,4.686,24.383,7716,7920,51681
1989,19,54343,65903,990100,962153,6644,10.139,5901,9.005,163548,61238,102310,6.365,16.998,108834,39908,68926,4.148,11.312,54714,5.687,22.623,4205,4295,25047
1989,20,50127,60097,867503,843137,6914,11.538,6567,10.959,167416,75373,92043,8.940,19.856,117993,43447,74546,5.153,13.995,49423,5.862,27.989,4767,4865,26749
1989,21,59016,71237,1151162,1128052,8929,12.669,7418,10.525,198064,68963,129101,6.113,17.558,152244,57288,94956,5.078,13.496,45820,4.062,26.992,5361,5457,32548
1989,22,65266,80324,1222137,1208001,9324,11.553,10087,12.499,224375,78610,145765,6.507,18.574,196962,77401,119561,6.407,16.305,27413,2.269,32.610,7010,7205,48056
1989,23,26838,30964,435299,426149,4434,14.560,3413,11.207,79970,29471,50499,6.916,18.766,61829,23736,38093,5.570,14.509,18141,4.257,29.018,2557,2610,14226
1989,24,82530,101160,1805361,1786515,13742,13.811,10429,10.481,320127,120217,199910,6.729,17.919,283161,97871,185290,5.478,15.850,36966,2.069,31.700,7178,7308,53342
1989,25,123448,145960,2893496,2869174,17909,12.377,15380,10.629,488269,172332,315937,6.006,17.018,442067,141620,300447,4.936,15.407,46202,1.610,30.815,11315,11487,78805
1989,26,151009,184921,3340371,3280197,22806,12.513,17491,9.597,547868,177071,370797,5.398,16.702,428096,141883,286213,4.325,13.051,119772,3.651,26.102,12342,12725,76735
1989,27,81102,97940,1782143,1753611,11657,12.031,9557,9.864,288989,98980,190009,5.644,16.480,233131,89544,143587,5.106,13.294,55858,3.185,26.589,6577,6749,45756
1989,28,39476,47842,719586,711850,6089,12.820,5399,11.367,117381,43244,74137,6.075,16.490,101989,36862,65127,5.178,14.327,15392,2.162,28.655,3800,3866,21984
1989,29,95156,115761,1944641,1911850,14731,12.869,12151,10.615,335641,110574,225067,5.784,17.556,272000,95520,176480,4.996,14.227,63641,3.329,28.454,8598,8830,57742
1989,30,19121,21983,212817,209632,2598,11.827,2566,11.681,37279,12295,24984,5.865,17.783,30860,11990,18870,5.720,14.721,6419,3.062,29.442,1791,1805,7846
1989,31,33308,39428,564895,552572,4325,11.041,3812,9.732,96478,35478,61000,6.421,17.460,71893,29407,42486,5.322,13.011,24585,4.449,26.021,2638,2710,16770
1989,32,22220,26025,507858,487920,4359,17.201,2993,11.810,117617,37458,80159,7.677,24.106,78288,31948,46340,6.548,16.045,39329,8.061,32.091,2074,2118,18333
1989,33,27118,30946,473467,471321,4334,14.112,3863,12.579,77843,29622,48221,6.285,16.516,73806,26184,47622,5.555,15.659,4037,0.857,31.319,2999,3033,16943
1989,34,164925,190163,3265280,3237624,24050,12.745,21126,11.195,573612,201285,372327,6.217,17.717,518346,165498,352848,5.112,16.010,55266,1.707,32.020,15341,15567,89947
1989,35,26870,31963,405053,401686,4504,14.200,4015,12.658,76138,29470,46668,7.337,18.955,69300,26406,42894,6.574,17.252,6838,1.702,34.505,2816,2880,16168
1989,36,357007,409500,6984051,6946662,52460,12.905,46485,11.435,1135325,391649,743676,5.638,16.343,1063207,369407,693800,5.318,15.305,72118,1.038,30.611,34574,35175,208243
1989,37,118581,147195,2627973,2590230,19196,13.217,15271,10.515,434132,161162,272970,6.222,16.760,361811,121748,240063,4.700,13.968,72321,2.792,27.937,10321,10566,60938
1989,38,14722,17145,190630,188861,1724,10.092,1600,9.366,28425,10761,17664,5.698,15.051,25149,8892,16257,4.708,13.316,3276,1.735,26.632,1165,1173,5025
1989,39,176400,223516,4187951,4113681,25453,11.499,21130,9.546,702765,254212,448553,6.180,17.084,553388,202571,350817,4.924,13.452,149377,3.631,26.905,14190,14730,99573
1989,40,55613,67227,918201,904604,8531,12.713,8285,12.347,165093,60537,104556,6.692,18.250,138279,54993,83286,6.079,15.286,26814,2.964,30.572,5913,6025,32954
1989,41,60065,71197,977200,958670,9804,13.960,7866,11.201,191019,67502,123517,7.041,19.925,153136,62652,90484,6.535,15.974,37883,3.952,31.948,5604,5745,32244
1989,42,205945,251588,4509230,4454993,28812,11.582,23165,9.312,707691,237246,470445,5.325,15.885,600170,216875,383295,4.868,13.472,107521,2.413,26.944,16095,16534,110742
1989,44,22387,24980,402577,404555,3245,13.128,2721,11.008,64033,24276,39757,6.001,15.828,68280,25900,42380,6.402,16.878,-4247,-1.050,31.656,2095,2112,16246
1989,45,57941,71339,1241355,1221046,9431,13.388,7641,10.847,210323,77484,132839,6.346,17.225,170860,62973,107887,5.157,13.993,39463,3.232,27.986,5321,5413,31492
1989,46,15519,17802,208999,204933,1942,11.008,1622,9.194,33763,9600,24163,4.684,16.475,25614,9389,16225,4.582,12.499,8149,3.976,24.997,1172,1184,5266
1989,47,82233,102209,1849306,1818489,13845,13.729,11111,11.018,336512,120780,215732,6.642,18.505,273301,107541,165760,5.914,15.029,63211,3.476,30.058,7745,7984,57639
1989,48,275205,352087,5681489,5594655,48185,13.695,47700,13.557,1150062,447577,702485,8.000,20.556,979543,408144,571399,7.295,17.509,170519,3.048,35.017,32776,34127,235074
1989,49,26555,32180,543590,528486,4528,14.144,4197,13.110,116940,45527,71413,8.615,22.127,87172,35526,51646,6.722,16.495,29768,5.633,32.989,2879,2951,20296
1989,50,15771,17606,220589,215829,2490,14.412,1833,10.609,35520,12695,22825,5.882,16.458,26134,9736,16398,4.511,12.109,9386,4.349,24.217,1417,1434,7219
1989,51,105446,133008,2308636,2268073,18632,14.259,13947,10.674,410103,158866,251237,7.004,18.082,330082,118696,211386,5.233,14.553,80021,3.528,29.107,9671,9934,57741
1989,53,94010,112387,1630596,1580114,16145,14.581,12821,11.579,334049,117083,216966,7.410,21.141,232311,83076,149235,5.258,14.702,101738,6.439,29.404,8837,8989,51876
1989,54,28330,34026,474510,470282,3932,11.639,3448,10.206,74906,29741,45165,6.324,15.928,66536,23547,42989,5.007,14.148,8370,1.780,28.296,2476,2520,14244
1989,55,90996,108747,1905477,1869452,12015,11.163,9791,9.096,293105,89501,203604,4.788,15.679,220983,74220,146763,3.970,11.821,72122,3.858,23.641,6844,7037,39157
1989,56,11159,12830,126619,125274,1570,12.250,1542,12.032,22905,7751,15154,6.187,18.284,20205,7625,12580,6.087,16.129,2700,2.155,32.257,1043,1055,4744
1990,01,64308,79785,1355195,1331770,10005,12.648,8639,10.921,224969,74008,150961,5.557,16.892,177586,59522,118064,4.469,13.335,47383,3.558,26.669,6328,6467,39902
1990,02,10605,12651,157795,151643,1854,14.860,1505,12.063,35617,10784,24833,7.111,23.487,23366,9723,13643,6.412,15.409,12251,8.079,30.817,1050,1085,6804
1990,04,63498,78603,1259335,1246950,11743,15.052,10569,13.547,247568,99160,148408,7.952,19.854,223653,77639,146014,6.226,17.936,23915,1.918,35.872,7472,7681,48107
1990,05,41306,48873,749841,736795,6118,12.650,5101,10.547,123671,44148,79523,5.992,16.785,97159,32305,64854,4.385,13.187,26512,3.598,26.373,3790,3848,21555
1990,06,541805,660730,11284942,11083632,93939,14.402,76989,11.804,2195062,786176,1408886,7.093,19.805,1793806,640851,1152955,5.782,16.184,401256,3.620,32.369,55120,56401,386122
1990,08,72293,86481,1277326,1255806,11948,13.956,10205,11.920,235165,91577,143588,7.292,18.726,192401,75644,116757,6.024,15.321,42764,3.405,30.642,7248,7414,45097
1990,09,72275,84136,1503005,1519746,9280,11.006,9645,11.439,210196,72746,137450,4.787,13.831,244044,86276,157768,5.677,16.058,-33848,-2.227,27.662,7089,7199,41351
1990,10,14099,16560,312717,310616,2268,13.956,1649,10.147,46615,15381,31234,4.952,15.007,42495,14463,28032,4.656,13.681,4120,1.326,27.362,1153,1163,6839
1990,11,14255,17243,396413,398498,1963,11.315,2175,12.537,57056,19967,37089,5.011,14.318,61679,17627,44052,4.423,15.478,-4623,-1.160,28.636,1511,1532,9850
1990,12,265351,324143,4681387,4629934,50716,15.869,41617,13.022,912616,371384,541232,8.021,19.711,807135,298811,508324,6.454,17.433,105481,2.278,34.866,31291,32038,194742
1990,13,113288,142854,2561470,2535527,19409,13.711,16820,11.882,458102,167202,290900,6.594,18.067,406362,140325,266037,5.534,16.027,51740,2.041,32.053,11872,12164,77076
1990,15,21577,26636,431786,420658,3424,13.059,2589,9.875,76721,29909,46812,7.110,18.238,53773,20335,33438,4.834,12.783,22948,5.455,25.566,1790,1838,11667
1990,16,20414,24039,307264,299823,3383,14.423,2215,9.444,57790,19637,38153,6.550,19.275,43342,14335,29007,4.781,14.456,14448,4.819,28.912,1585,1611,9399
1990,17,202821,244994,4647374,4593583,27910,11.508,22979,9.475,698664,237530,461134,5.171,15.210,591205,190003,401202,4.136,12.870,107459,2.339,25.740,16298,16620,103561
1990,18,95096,117810,2157919,2134747,13284,11.397,10783,9.251,315535,107146,208389,5.019,14.781,268866,81608,187258,3.823,12.595,46669,2.186,25.189,7814,8002,49173
1990,19,55084,67010,1021670,1006109,6654,10.011,5574,8.386,145334,46566,98768,4.628,14.445,113938,33792,80146,3.359,11.325,31396,3.121,22.649,4087,4188,23102
1990,20,50047,60145,893695,880854,6533,10.865,6500,10.810,138585,47824,90761,5.429,15.733,113735,40630,73105,4.613,12.912,24850,2.821,25.824,4725,4830,25317
1990,21,59898,72470,1193443,1174267,8665,12.059,7437,10.350,191987,68319,123668,5.818,16.350,153336,52241,101095,4.449,13.058,38651,3.292,26.116,5486,5572,31913
1990,22,65686,80998,1277958,1249783,9539,11.824,8891,11.021,233422,79301,154121,6.345,18.677,176793,65539,111254,5.244,14.146,56629,4.531,28.292,6349,6498,41725
1990,23,26374,30588,423463,429092,3495,11.355,3878,12.599,60366,24424,35942,5.692,14.068,71789,22293,49496,5.195,16.730,-11423,-2.662,28.137,2957,3001,15642
1990,24,84615,103955,1846628,1826136,13280,12.948,10491,10.229,315597,109448,206149,5.993,17.282,275093,90899,184194,4.978,15.064,40504,2.218,30.128,7386,7537,53645
1990,25,120540,143649,2789646,2848519,15063,10.401,17409,12.021,368350,131443,236907,4.614,12.931,486493,142873,343620,5.016,17.079,-118143,-4.148,25.863,12887,13114,84133
1990,26,153844,188929,3398906,3372113,21828,11.676,17871,9.559,522571,193621,328950,5.742,15.497,469681,136147,333534,4.037,13.928,52890,1.568,27.857,12885,13248,77989
1990,27,82849,99960,1834247,1809741,11278,11.397,9276,9.374,278134,88644,189490,4.898,15.369,227785,77706,150079,4.294,12.587,50349,2.782,25.173,6512,6655,42997
1990,28,39945,48452,742537,730961,5981,12.421,5378,11.169,119137,41708,77429,5.706,16.299,96663,33970,62693,4.647,13.224,22474,3.075,26.448,3906,3993,21147
1990,29,96772,117642,1990857,1968052,14023,12.014,12175,10.431,310598,109421,201177,5.560,15.782,264531,85788,178743,4.359,13.441,46067,2.341,26.883,8610,8832,51855
1990,30,19513,22399,223520,218463,2581,11.626,2183,9.833,38321,12088,26233,5.533,17.541,28237,9950,18287,4.555,12.925,10084,4.616,25.851,1559,1576,6393
1990,31,33656,39922,588091,576458,4070,10.258,3579,9.020,86667,30202,56465,5.239,15.034,63402,20196,43206,3.503,10.999,23265,4.036,21.997,2540,2585,13500
1990,32,23329,27350,546846,527217,4458,16.702,3142,11.771,117904,36930,80974,7.005,22.363,78295,26416,51879,5.010,14.851,39609,7.513,29.701,2256,2282,18867
1990,33,26148,30088,453461,463294,3606,11.815,4469,14.643,65404,26639,38765,5.750,14.117,84868,28371,56497,6.124,18.318,-19464,-4.201,28.234,3450,3505,19044
1990,34,164966,191452,3266916,3265695,22841,11.971,21557,11.298,522651,195995,326656,6.002,16.004,519839,158336,361503,4.848,15.918,2812,0.086,31.836,15777,15958,91156
1990,35,27452,32596,420687,413178,4390,13.597,3773,11.686,76303,28910,47393,6.997,18.467,61068,23259,37809,5.629,14.780,15235,3.687,29.560,2629,2683,15110
1990,36,356484,411478,7020092,7006216,49092,11.958,47193,11.496,1069438,368953,700485,5.266,15.264,1041020,339852,701168,4.851,14.859,28418,0.406,29.717,35840,36340,203620
1990,37,121606,151150,2708536,2669012,18947,12.701,15005,10.058,429103,149397,279706,5.597,16.077,350884,115725,235159,4.336,13.147,78219,2.931,26.293,10659,10928,63649
1990,38,14746,17201,197034,193870,1651,9.611,1604,9.338,28343,8814,19529,4.546,14.620,21968,7919,14049,4.085,11.331,6375,3.288,22.663,1185,1198,5124
1990,39,178170,226702,4261175,4228758,23985,10.654,20818,9.248,607796,211148,396648,4.993,14.373,543150,163725,379425,3.872,12.844,64646,1.529,25.688,14611,14975,97316
1990,40,56263,67938,942563,930571,8344,12.346,7634,11.296,161224,58828,102396,6.322,17.325,137765,50172,87593,5.392,14.804,23459,2.521,29.609,5509,5636,30468
1990,41,61204,72557,1017118,997017,9421,13.106,8070,11.227,185011,62951,122060,6.314,18.556,144625,53755,90870,5.392,14.506,40386,4.051,29.012,5732,5862,34853
1990,42,209246,256255,4608265,4564446,27432,10.802,22832,8.991,662318,208942,453376,4.578,14.510,574091,176424,397667,3.865,12.577,88227,1.933,25.155,16385,16728,104288
1990,44,22153,24795,392081,397490,2729,10.966,2910,11.694,53371,21412,31959,5.387,13.427,64690,19354,45336,4.869,16.275,-11319,-2.848,26.854,2249,2266,12313
1990,45,59310,73137,1294192,1267814,9545,13.212,7766,10.749,219996,83531,136465,6.589,17.352,166868,57539,109329,4.538,13.162,53128,4.191,26.324,5571,5711,34115
1990,46,15931,18276,219667,214283,2116,11.726,1654,9.166,37060,12946,24114,6.042,17.295,26411,10480,15931,4.891,12.325,10649,4.970,24.651,1194,1209,5057
1990,47,83257,103872,1886463,1866526,12796,12.417,11156,10.826,302540,111714,190826,5.985,16.209,262411,88063,174348,4.718,14.059,40129,2.150,28.118,8005,8154,50373
1990,48,279533,358019,5883342,5787691,48851,13.758,42970,12.102,1136566,435127,701439,7.518,19.638,942355,372201,570154,6.431,16.282,194211,3.356,32.564,30164,31208,213803
1990,49,27088,32838,572654,558668,4307,13.247,3655,11.242,107153,36339,70814,6.505,19.180,79524,29262,50262,5.238,14.235,27629,4.946,28.469,2544,2614,17221
1990,50,15787,17672,215650,217944,2062,11.686,2008,11.380,30066,10234,19832,4.696,13.795,34700,11116,23584,5.100,15.922,-4634,-2.126,27.591,1555,1567,7115
1990,51,107977,136758,2365842,2337394,17856,13.238,14116,10.465,393885,147050,246835,6.291,16.851,338283,103675,234608,4.435,14.473,55602,2.379,28.945,9946,10143,58477
1990,53,97998,116943,1723503,1677130,16828,14.674,12297,10.723,333767,107877,225890,6.432,19.901,242606,97485,145121,5.813,14.466,91161,5.436,28.931,8585,8786,51117
1990,54,28630,34489,491396,483381,3959,11.554,3509,10.241,77332,27539,49793,5.697,15.998,61710,21974,39736,4.546,12.766,15622,3.232,25.533,2575,2618,14119
1990,55,92839,111163,1969915,1938583,11631,10.576,9253,8.414,277646,94096,183550,4.854,14.322,215797,66370,149427,3.424,11.132,61849,3.190,22.263,6648,6840,39420
1990,56,11298,12984,133226,130065,1540,11.933,1382,10.709,24909,8225,16684,6.324,19.151,18553,7061,11492,5.429,14.264,6356,4.887,28.529,956,971,4527
1991,01,64048,80275,1351735,1356431,9738,12.174,9173,11.467,216462,90499,125963,6.672,15.958,225330,84091,141239,6.199,16.612,-8868,-0.654,31.916,6319,6480,50384
1991,02,10804,13053,162089,160593,1896,14.758,1485,11.559,33269,11900,21369,7.410,20.716,30198,9015,21183,5.614,18.804,3071,1.912,37.608,985,1007,5858
1991,04,64018,79974,1257486,1257967,11855,14.959,10405,13.130,237754,109273,128481,8.686,18.900,239287,87002,152285,6.916,19.022,-1533,-0.122,37.800,7192,7397,56367
1991,05,41164,49296,759543,757432,5978,12.184,5516,11.242,117904,44251,73653,5.842,15.566,114293,37236,77057,4.916,15.090,3611,0.477,30.179,3946,3996,23108
1991,06,539450,666418,10910869,11105632,91861,13.851,85419,12.880,1891944,733884,1158060,6.608,17.036,2279478,771273,1508205,6.945,20.525,-387534,-3.490,34.072,60282,61739,494404
1991,08,73714,88755,1291893,1284194,12601,14.391,10218,11.669,228098,89072,139026,6.936,17.762,213074,79640,133434,6.202,16.592,15024,1.170,33.184,7114,7280,49573
1991,09,69609,82016,1429553,1464084,8411,10.130,10440,12.574,192131,70672,121459,4.827,13.123,261233,79726,181507,5.445,17.843,-69102,-4.720,26.246,7475,7607,47051
1991,10,14251,17016,313889,313201,2305,13.731,1846,10.997,47647,19369,28278,6.184,15.213,46546,11996,34550,3.830,14.861,1101,0.352,29.723,1250,1286,7234
1991,11,14183,17218,384694,392923,2108,12.243,2108,12.243,51862,20053,31809,5.104,13.199,68788,20678,48110,5.263,17.507,-16926,-4.308,26.398,1279,1317,11743
1991,12,264845,326673,4598812,4640953,49056,15.082,46228,14.213,867850,384571,483279,8.286,18.700,950380,351874,598506,7.582,20.478,-82530,-1.778,37.400,33230,34115,225802
1991,13,112667,143609,2470924,2517488,19130,13.363,18221,12.728,405598,172091,233507,6.836,16.111,496161,188838,307323,7.501,19.709,-90563,-3.597,32.222,12398,12725,111033
1991,15,21883,27436,435194,433077,3608,13.347,2799,10.355,75742,32726,43016,7.557,17.489,71672,23725,47947,5.478,16.549,4070,0.940,33.099,1931,1982,14857
1991,16,20754,24616,311353,309163,3126,12.858,2517,10.353,56728,20799,35929,6.728,18.349,51968,20070,31898,6.492,16.809,4760,1.540,33.619,1715,1737,10181
1991,17,202608,247260,4593416,4620775,27808,11.303,25349,10.303,660725,255818,404907,5.536,14.299,716714,236127,480587,5.110,15.511,-55989,-1.212,28.598,17678,18085,141703
1991,18,95108,119291,2108141,2128758,13309,11.233,11699,9.874,289993,113253,176740,5.320,13.623,332519,102522,229997,4.816,15.620,-42526,-1.998,27.245,8283,8482,64241
1991,19,55167,67902,1025600,1023992,6725,9.976,5743,8.519,136486,45927,90559,4.485,13.329,132703,41528,91175,4.056,12.959,3783,0.369,25.919,4050,4130,23894
1991,20,49638,60336,887157,889961,6943,11.534,6661,11.066,134223,53771,80452,6.042,15.082,139740,48244,91496,5.421,15.702,-5517,-0.620,30.164,4648,4814,30971
1991,21,59444,73086,1190122,1191967,8520,11.713,7833,10.768,182936,73544,109392,6.170,15.347,187047,60538,126509,5.079,15.692,-4111,-0.345,30.695,5735,5835,38810
1991,22,65682,81951,1302336,1291410,9832,12.074,8799,10.805,234686,87459,147227,6.772,18.173,213549,79232,134317,6.135,16.536,21137,1.637,33.072,6185,6358,47329
1991,23,25560,30079,401092,412297,3337,11.004,3830,12.630,51184,20149,31035,4.887,12.414,73530,24243,49287,5.880,17.834,-22346,-5.420,24.829,2730,2760,14987
1991,24,83665,104115,1738684,1793229,12598,12.115,12348,11.874,250118,104219,145899,5.812,13.948,359001,119888,239113,6.686,20.020,-108883,-6.072,27.896,8494,8638,65463
1991,25,115081,139407,2588864,2691015,14445,10.212,18539,13.106,325442,124324,201118,4.620,12.094,528947,177250,351697,6.587,19.656,-203505,-7.562,24.187,12718,13125,108596
1991,26,153738,190567,3263051,3338408,21225,11.192,19375,10.217,438580,165271,273309,4.951,13.137,589804,189144,400660,5.666,17.667,-151224,-4.530,26.275,13657,14032,108192
1991,27,83447,101869,1798360,1814067,11955,11.857,9869,9.788,258842,100967,157875,5.566,14.269,290791,96288,194503,5.308,16.030,-31949,-1.761,28.537,6883,7071,57726
1991,28,39765,48761,746067,744656,5917,12.181,5548,11.421,115074,43903,71171,5.896,15.453,112439,36204,76235,4.862,15.099,2635,0.354,30.199,3897,3947,22909
1991,29,96077,118321,1940874,1959624,14087,11.949,13229,11.221,282005,112964,169041,5.765,14.391,319810,110324,209486,5.630,16.320,-37805,-1.929,28.782,9256,9525,65499
1991,30,19634,22763,224319,223544,2690,11.926,2277,10.095,36448,14018,22430,6.271,16.305,34774,11400,23374,5.100,15.556,1674,0.749,31.112,1641,1671,8007
1991,31,33648,40465,590098,587891,4287,10.674,3684,9.173,84824,30164,54660,5.131,14.429,80770,28812,51958,4.901,13.739,4054,0.690,27.478,2620,2680,19467
1991,32,24026,28518,540582,539427,4561,16.336,3365,12.052,99159,37613,61546,6.973,18.382,96054,28863,67191,5.351,17.807,3105,0.576,35.613,2369,2408,19379
1991,33,24916,29141,428402,444803,3447,11.650,4342,14.675,56863,25059,31804,5.634,12.784,89460,33226,56234,7.470,20.112,-32597,-7.328,25.568,3147,3200,20211
1991,34,160681,188191,3082870,3166894,21223,11.187,24263,12.789,448073,162962,285111,5.146,14.149,615168,192089,423079,6.066,19.425,-167095,-5.276,28.297,16863,17128,111284
1991,35,27690,33172,430467,425720,4557,13.868,3931,11.963,83910,34038,49872,7.995,19.710,74316,28904,45412,6.789,17.457,9594,2.254,34.913,2700,2771,17709
1991,36,349668,408058,6703646,6867225,47308,11.550,50353,12.294,923849,368276,555573,5.363,13.453,1254026,395604,858422,5.761,18.261,-330177,-4.808,26.906,37313,37916,259333
1991,37,120481,151663,2595759,2648638,17926,11.847,17223,11.382,351458,144720,206738,5.464,13.269,458596,145968,312628,5.511,17.314,-107138,-4.045,26.539,12040,12349,82956
1991,38,14628,17278,201214,198954,1766,10.252,1661,9.643,31395,12755,18640,6.411,15.780,26876,8958,17918,4.503,13.509,4519,2.271,27.017,1160,1185,5900
1991,39,177455,228183,4142513,4214629,23753,10.449,22026,9.689,540243,200833,339410,4.765,12.818,688287,219480,468807,5.208,16.331,-148044,-3.513,25.637,15102,15422,134461
1991,40,56727,69010,952409,946755,8668,12.668,7500,10.961,156211,62777,93434,6.631,16.500,143867,55052,88815,5.815,15.196,12344,1.304,30.392,5296,5430,34663
1991,41,61646,74027,1031471,1024427,9970,13.611,8415,11.488,186191,72238,113953,7.052,18.175,171736,61016,110720,5.956,16.764,14455,1.411,33.528,5881,6081,40728
1991,42,207552,256746,4517565,4566307,26055,10.164,25251,9.850,609250,223368,385882,4.892,13.342,707827,233158,474669,5.106,15.501,-98577,-2.159,26.685,17732,18227,136121
1991,44,21250,23958,365496,378684,2446,10.039,3259,13.376,49807,21304,28503,5.626,13.153,76471,23701,52770,6.259,20.194,-26664,-7.041,26.305,2306,2341,15402
1991,45,59394,74205,1262760,1279593,9606,13.046,8459,11.488,189849,82469,107380,6.445,14.837,223756,76105,147651,5.948,17.487,-33907,-2.650,29.673,5853,6038,44938
1991,46,16090,18705,229943,224207,2127,11.511,1672,9.049,40024,17461,22563,7.788,17.851,28818,9561,19257,4.264,12.853,11206,4.998,25.707,1205,1217,6477
1991,47,82662,104623,1850556,1869083,12768,12.257,11859,11.384,279489,112694,166795,6.029,14.953,316361,104045,212316,5.567,16.926,-36872,-1.973,29.907,8288,8471,65283
1991,48,281221,363559,5953727,5917530,49783,13.807,43788,12.144,1126933,453916,673017,7.671,19.044,1056926,416688,640238,7.042,17.861,70007,1.183,35.722,29970,30946,246637
1991,49,27707,33824,596073,584192,4712,14.147,3680,11.048,115026,40790,74236,6.982,19.690,92051,32480,59571,5.560,15.757,22975,3.933,31.514,2522,2599,21470
1991,50,15423,17442,205056,210180,1850,10.538,2078,11.836,26800,11522,15278,5.482,12.751,37172,11849,25323,5.638,17.686,-10372,-4.935,25.502,1541,1549,8290
1991,51,106430,136700,2257961,2309199,16573,12.128,16471,12.054,329987,141540,188447,6.129,14.290,432994,132495,300499,5.738,18.751,-103007,-4.461,28.580,11180,11543,76088
1991,53,99816,120498,1753154,1739266,16975,14.305,13313,11.219,324526,123122,201404,7.079,18.659,295127,91315,203812,5.250,16.968,29399,1.690,33.937,9097,9279,59413
